id_client;enfant_conduite_accompagne;usage_vehicule;est_rouge;type_conduite;date_demande;etat_dossier;formule;lat;lon;genre;tranches d'âge;POINTS PERDUS;âge véhicule;devis;revenus 1
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_premium;48.450982;1.487417;F;70-75;0-2;0-7;468-491;15258-20259
9;FAUX;catégorie 2;no;Highly Urban/ Urban;21;complet;dev_vip;46.181859;-0.135432;F;oct-15;0-2;août-15;540-563;85286-90287
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;23;complet;dev_express;43.76077;7.178754;M;45-50;04-juin;;252-275;75282-80283
9;FAUX;catégorie 2;no;Highly Urban/ Urban;5;complet;dev_premium;48.13397;-1.672415;M;05-oct;02-avr;0-7;468-491;25262-30263
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;5;complet;dev_integral;48.716331;4.626912;F;65-70;0-2;0-7;300-323;120300-125301
9;FAUX;catégorie 1;no;Highly Urban/ Urban;2;complet;dev_premium;43.528195;5.448068;F;25-30;0-2;0-7;468-491;55274-60275
9;FAUX;catégorie 2;no;Highly Urban/ Urban;7;complet;dev_integral;48.855409;2.44841;F;50-55;0-2;août-15;324-347;175322-180323
9;FAUX;catégorie 2;no;Highly Urban/ Urban;15;complet;dev_premium;46.674523;5.564143;F;65-70;02-avr;0-7;348-371;50272-55273
9;FAUX;catégorie 2;no;Highly Urban/ Urban;7;complet;dev_express;48.480577;1.394624;F;55-60;04-juin;16-23;252-275;55274-60275
9;FAUX;catégorie 1;no;Highly Urban/ Urban;18;complet;dev_express;44.514126;3.498917;M;85-90;02-avr;août-15;252-275;105294-110295
8;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_integral;47.503736;6.796516;F;50-55;0-2;0-7;300-323;30264-35265
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;7;complet;dev_express;43.734849;5.3688;F;65-70;0-2;;252-275;35266-40267
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;12;complet;dev_express;45.497872;4.167539;M;15-20;08-oct;août-15;228-251;35266-40267
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;20;complet;dev_integral;47.04297;0.540184;M;70-75;04-juin;0-7;300-323;65278-70279
9;VRAI;catégorie 1;yes;Highly Urban/ Urban;15;complet;dev_premium;43.088592;1.868752;M;60-65;0-2;0-7;396-419;45270-50271
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;16;complet;dev_premium;49.356827;0.825658;F;75-80;02-avr;août-15;516-539;55274-60275
9;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_express;49.815729;1.806442;M;80-85;02-avr;0-7;252-275;35266-40267
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;13;complet;dev_express;43.755172;5.879156;M;50-55;0-2;0-7;252-275;45270-50271
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;20;complet;dev_integral;48.963136;4.368266;M;80-85;06-août;;300-323;60276-65277
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;6;complet;dev_express;48.648792;4.968751;M;55-60;0-2;août-15;252-275;20260-25261
9;VRAI;catégorie 1;yes;Highly Urban/ Urban;17;complet;dev_premium;41.914453;8.725861;M;60-65;0-2;août-15;516-539;35266-40267
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;14;complet;dev_integral;48.650076;2.357321;F;50-55;0-2;0-7;324-347;30264-35265
9;VRAI;catégorie 2;no;z_Highly Rural/ Rural;4;complet;dev_integral;44.860445;0.399668;F;15-20;0-2;août-15;276-299;55274-60275
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;13;complet;dev_express;46.392005;4.916731;F;50-55;0-2;16-23;252-275;110296-115297
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;19;complet;dev_integral;46.854995;3.183181;F;60-65;0-2;;276-299;40268-45269
9;FAUX;catégorie 1;no;Highly Urban/ Urban;4;complet;dev_express;43.11822;1.610327;F;50-55;0-2;0-7;252-275;45270-50271
7;FAUX;catégorie 1;no;Highly Urban/ Urban;8;complet;dev_integral;44.41222;0.702478;M;55-60;04-juin;;276-299;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_premium;47.617873;-2.770291;M;65-70;0-2;août-15;492-515;105294-110295
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;13;complet;dev_express;46.223263;5.231383;F;50-55;02-avr;0-7;228-251;25262-30263
9;FAUX;catégorie 2;no;Highly Urban/ Urban;14;complet;dev_premium;48.907813;2.25389;F;05-oct;08-oct;16-23;396-419;70280-75281
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_premium;44.072655;1.200894;M;60-65;0-2;0-7;492-515;20260-25261
8;VRAI;catégorie 2;no;z_Highly Rural/ Rural;15;complet;dev_integral;44.445659;-1.24709;M;70-75;0-2;0-7;324-347;25262-30263
9;FAUX;catégorie 2;no;Highly Urban/ Urban;4;complet;dev_integral;47.802639;7.317962;M;70-75;0-2;16-23;300-323;110296-115297
8;VRAI;catégorie 1;no;z_Highly Rural/ Rural;19;complet;dev_integral;48.854372;2.428692;M;65-70;0-2;16-23;300-323;
8;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_premium;46.08022;1.648093;F;30-35;04-juin;0-7;516-539;70280-75281
9;FAUX;catégorie 1;no;Highly Urban/ Urban;2;complet;dev_integral;47.510206;1.461417;F;0-5;04-juin;0-7;324-347;110296-115297
9;FAUX;catégorie 1;no;Highly Urban/ Urban;20;complet;dev_integral;46.327342;-0.468956;F;80-85;0-2;0-7;300-323;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_express;43.812869;4.47081;M;55-60;04-juin;août-15;252-275;125302-130303
9;FAUX;catégorie 2;no;Highly Urban/ Urban;14;complet;dev_integral;46.390853;6.52304;F;65-70;02-avr;août-15;300-323;35266-40267
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;7;complet;dev_premium;44.198306;2.342174;M;25-30;0-2;0-7;444-467;30264-35265
8;FAUX;catégorie 2;yes;Highly Urban/ Urban;12;complet;dev_premium;51.054903;2.440533;F;65-70;0-2;0-7;300-323;-5001
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;5;complet;dev_express;42.978154;1.6076;F;80-85;04-juin;0-7;252-275;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_express;43.220231;2.334113;F;25-30;02-avr;;252-275;50272-55273
7;VRAI;catégorie 2;yes;Highly Urban/ Urban;19;complet;dev_express;50.331909;3.241333;M;0-5;0-2;0-7;228-251;65278-70279
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;4;complet;dev_express;46.828653;2.113462;F;30-35;02-avr;;276-299;75282-80283
9;FAUX;catégorie 1;no;Highly Urban/ Urban;2;complet;dev_express;49.025689;4.007457;F;40-45;02-avr;août-15;252-275;65278-70279
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;16;complet;dev_integral;44.850802;0.313487;F;65-70;02-avr;0-7;300-323;15258-20259
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_integral;48.638857;2.343116;M;65-70;0-2;16-23;276-299;45270-50271
8;FAUX;catégorie 1;no;Highly Urban/ Urban;14;complet;dev_premium;45.216855;4.346874;F;35-40;0-2;août-15;492-515;175322-180323
9;FAUX;catégorie 2;no;Highly Urban/ Urban;11;complet;dev_integral;48.166026;-0.974842;F;65-70;0-2;août-15;276-299;170320-175321
9;FAUX;catégorie 2;no;Highly Urban/ Urban;19;complet;dev_integral;49.774496;4.707752;M;70-75;04-juin;0-7;276-299;35266-40267
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;9;complet;dev_integral;45.799092;3.247875;F;70-75;02-avr;août-15;300-323;90288-95289
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;49.162726;-0.368226;F;40-45;0-2;août-15;252-275;70280-75281
9;FAUX;catégorie 1;no;Highly Urban/ Urban;9;complet;dev_express;44.916171;4.895999;M;60-65;0-2;0-7;276-299;80284-85285
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;14;complet;dev_express;45.349556;2.434095;F;80-85;0-2;août-15;276-299;-5001
9;VRAI;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_express;45.912585;1.302054;F;75-80;06-août;août-15;276-299;75282-80283
8;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_integral;45.223489;5.438926;M;oct-15;02-avr;0-7;276-299;40268-45269
8;FAUX;catégorie 2;yes;Highly Urban/ Urban;4;complet;dev_integral;47.189674;-1.679088;F;85-90;02-avr;août-15;276-299;
9;VRAI;catégorie 1;no;Highly Urban/ Urban;22;complet;dev_premium;42.896606;-0.108211;M;30-35;0-2;0-7;444-467;60276-65277
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;3;complet;dev_integral;45.3694;4.866705;M;05-oct;0-2;0-7;324-347;10256-15257
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;15;complet;dev_integral;47.03005;2.833099;M;35-40;0-2;août-15;324-347;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_integral;48.110672;5.137248;F;30-35;02-avr;août-15;276-299;85286-90287
9;FAUX;catégorie 2;no;Highly Urban/ Urban;5;complet;dev_integral;48.256184;4.089181;M;15-20;0-2;16-23;300-323;100292-105293
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;21;complet;dev_express;48.223463;6.45404;F;35-40;04-juin;août-15;252-275;55274-60275
9;FAUX;catégorie 1;no;Highly Urban/ Urban;5;complet;dev_premium;45.663747;-0.268379;M;55-60;02-avr;0-7;396-419;45270-50271
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;7;complet;dev_express;47.650301;6.858119;F;55-60;0-2;16-23;252-275;135306-140307
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_integral;47.879916;3.526782;M;05-oct;0-2;août-15;324-347;25262-30263
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;22;complet;dev_premium;46.609877;3.238802;M;60-65;02-avr;;492-515;95290-100291
9;FAUX;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_integral;48.78551;2.512139;M;55-60;0-2;16-23;300-323;
9;VRAI;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_express;48.948402;4.372091;F;20-25;0-2;0-7;252-275;25262-30263
9;FAUX;catégorie 2;yes;z_Highly Rural/ Rural;13;complet;dev_premium;44.116196;4.910672;F;85-90;0-2;0-7;444-467;15258-20259
9;FAUX;catégorie 1;no;Highly Urban/ Urban;8;complet;dev_express;43.112217;1.615583;F;65-70;04-juin;août-15;228-251;45270-50271
9;FAUX;catégorie 1;no;Highly Urban/ Urban;16;complet;dev_integral;48.010015;3.330866;F;05-oct;04-juin;août-15;324-347;60276-65277
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;7;complet;dev_express;47.343514;6.366808;F;80-85;0-2;août-15;252-275;95290-100291
9;FAUX;catégorie 1;no;Highly Urban/ Urban;12;complet;dev_integral;43.733785;3.324859;M;05-oct;0-2;16-23;276-299;160316-165317
9;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_express;43.968858;4.768877;M;oct-15;06-août;août-15;252-275;95290-100291
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_integral;42.058252;9.379364;M;75-80;04-juin;;300-323;10256-15257
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_integral;43.256393;2.269618;M;55-60;0-2;0-7;324-347;60276-65277
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;5;complet;dev_premium;44.479571;1.55547;M;50-55;0-2;0-7;300-323;95290-100291
9;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_express;43.649234;0.597641;M;15-20;04-juin;août-15;276-299;170320-175321
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_integral;46.305728;1.658524;F;70-75;0-2;août-15;324-347;60276-65277
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_premium;49.044585;3.400343;F;55-60;04-juin;août-15;324-347;100292-105293
7;FAUX;catégorie 1;no;Highly Urban/ Urban;7;complet;dev_integral;47.823612;-4.163008;F;35-40;04-juin;août-15;300-323;45270-50271
9;FAUX;catégorie 1;no;Highly Urban/ Urban;6;complet;dev_express;48.931623;2.365272;M;65-70;02-avr;août-15;276-299;195330-200331
9;FAUX;catégorie 1;no;Highly Urban/ Urban;18;complet;dev_integral;47.66057;6.929587;F;40-45;02-avr;août-15;300-323;90288-95289
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_express;46.512299;5.986837;M;20-25;0-2;0-7;252-275;70280-75281
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_express;49.183789;-0.363219;M;50-55;02-avr;0-7;252-275;50272-55273
8;FAUX;catégorie 1;no;Highly Urban/ Urban;18;complet;dev_express;49.119062;6.080702;F;85-90;04-juin;août-15;228-251;95290-100291
9;VRAI;catégorie 1;no;Highly Urban/ Urban;1;complet;dev_integral;43.705142;7.305869;M;35-40;04-juin;août-15;324-347;90288-95289
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;12;complet;dev_express;48.756631;1.054437;M;55-60;04-juin;0-7;276-299;30264-35265
9;FAUX;catégorie 1;no;Highly Urban/ Urban;12;complet;dev_integral;48.788027;-3.111912;M;20-25;02-avr;16-23;324-347;125302-130303
9;FAUX;catégorie 2;no;Highly Urban/ Urban;4;complet;dev_integral;43.296631;-0.367536;M;70-75;02-avr;0-7;276-299;-5001
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;20;complet;dev_integral;48.268185;4.095966;M;55-60;0-2;août-15;300-323;70280-75281
9;FAUX;catégorie 2;no;Highly Urban/ Urban;3;complet;dev_premium;50.419263;2.94992;M;05-oct;04-juin;août-15;516-539;-5001
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;14;complet;dev_integral;48.341805;-0.856056;F;05-oct;0-2;août-15;300-323;70280-75281
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;16;complet;dev_integral;45.795974;1.137189;F;45-50;04-juin;août-15;300-323;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;9;complet;dev_integral;49.980801;2.649635;F;85-90;0-2;0-7;324-347;75282-80283
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;3;complet;dev_integral;45.563265;5.906289;F;15-20;02-avr;0-7;300-323;30264-35265
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;5;complet;dev_integral;47.150402;5.661277;F;40-45;0-2;août-15;324-347;25262-30263
9;FAUX;catégorie 2;no;Highly Urban/ Urban;4;complet;dev_integral;43.539003;-1.38735;M;70-75;02-avr;0-7;324-347;
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;8;complet;dev_express;44.172662;0.554811;F;75-80;0-2;16-23;252-275;275362-280363
9;FAUX;catégorie 2;no;Highly Urban/ Urban;5;complet;dev_premium;47.932969;-2.397883;M;55-60;0-2;août-15;516-539;70280-75281
9;FAUX;catégorie 2;no;Highly Urban/ Urban;12;complet;dev_express;43.130227;5.906458;M;55-60;04-juin;août-15;276-299;45270-50271
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_integral;45.830798;1.143746;M;15-20;0-2;août-15;300-323;50272-55273
9;FAUX;catégorie 2;no;Highly Urban/ Urban;11;complet;dev_integral;47.765728;-3.241704;M;0-5;02-avr;;300-323;35266-40267
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;21;complet;dev_integral;46.335609;2.621765;M;05-oct;0-2;0-7;300-323;60276-65277
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_express;49.326353;6.057219;F;20-25;0-2;0-7;276-299;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_integral;43.759824;0.29877;F;45-50;0-2;août-15;300-323;80284-85285
9;FAUX;catégorie 2;no;Highly Urban/ Urban;17;complet;dev_premium;47.997935;1.230091;F;oct-15;06-août;;492-515;45270-50271
9;VRAI;catégorie 2;yes;Highly Urban/ Urban;9;complet;dev_express;48.960473;2.300039;F;90-95;0-2;août-15;252-275;110296-115297
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;16;complet;dev_integral;47.58095;6.756678;F;65-70;02-avr;août-15;276-299;60276-65277
9;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_express;50.257245;2.786529;F;20-25;0-2;16-23;276-299;45270-50271
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;20;complet;dev_integral;44.607512;0.349091;M;45-50;0-2;0-7;276-299;20260-25261
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;16;complet;dev_integral;43.315769;2.636024;F;0-5;0-2;août-15;276-299;75282-80283
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;20;complet;dev_express;43.919044;1.398852;F;50-55;0-2;0-7;252-275;10256-15257
9;VRAI;catégorie 2;yes;Highly Urban/ Urban;22;complet;dev_integral;50.419136;2.899972;F;70-75;02-avr;0-7;300-323;5254-10255
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;10;complet;dev_express;48.015939;0.196126;F;80-85;0-2;août-15;252-275;45270-50271
9;FAUX;catégorie 2;no;Highly Urban/ Urban;5;complet;dev_express;43.943917;4.851282;F;70-75;0-2;août-15;252-275;200332-205333
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;4;complet;dev_express;44.859006;1.890252;M;oct-15;04-juin;16-23;276-299;130304-135305
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;45.91074;2.111621;F;70-75;0-2;0-7;252-275;252-5253
9;FAUX;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_premium;47.613066;1.911437;F;15-20;0-2;août-15;420-443;70280-75281
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;2;complet;dev_express;48.730652;6.294718;F;50-55;04-juin;16-23;252-275;140308-145309
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;19;complet;dev_express;48.209478;4.123353;F;45-50;0-2;août-15;276-299;-5001
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;21;complet;dev_express;45.755665;6.021925;M;35-40;0-2;0-7;252-275;40268-45269
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;22;complet;dev_premium;50.338002;3.384327;M;35-40;0-2;août-15;492-515;25262-30263
9;VRAI;catégorie 2;no;Highly Urban/ Urban;19;complet;dev_integral;48.70819;-0.580873;M;65-70;02-avr;0-7;300-323;40268-45269
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_integral;48.805289;2.461993;F;60-65;02-avr;août-15;300-323;130304-135305
9;FAUX;catégorie 2;no;Highly Urban/ Urban;8;complet;dev_integral;43.615698;1.090182;M;20-25;0-2;0-7;324-347;15258-20259
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;18;complet;dev_premium;45.12969;5.693953;M;80-85;0-2;août-15;372-395;105294-110295
9;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_integral;47.991768;2.742999;F;oct-15;0-2;0-7;276-299;35266-40267
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;5;complet;dev_express;45.21262;5.664121;F;50-55;0-2;0-7;276-299;-5001
9;VRAI;catégorie 2;yes;z_Highly Rural/ Rural;10;complet;dev_integral;49.001409;2.101363;M;80-85;0-2;août-15;300-323;
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;5;complet;dev_integral;47.087562;5.468974;F;60-65;0-2;août-15;300-323;135306-140307
9;VRAI;catégorie 2;no;z_Highly Rural/ Rural;18;complet;dev_integral;45.779043;4.815808;F;90-95;0-2;0-7;324-347;10256-15257
9;FAUX;catégorie 2;no;Highly Urban/ Urban;3;complet;dev_integral;44.399008;0.591894;F;70-75;0-2;0-7;300-323;75282-80283
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;20;complet;dev_express;43.575999;3.906428;F;40-45;06-août;0-7;276-299;15258-20259
9;FAUX;catégorie 2;no;Highly Urban/ Urban;19;complet;dev_express;49.760541;4.710963;F;55-60;06-août;0-7;252-275;25262-30263
9;FAUX;catégorie 1;no;Highly Urban/ Urban;7;complet;dev_express;49.568989;1.111154;M;05-oct;02-avr;0-7;252-275;85286-90287
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;6;complet;dev_integral;45.834206;1.272585;F;70-75;02-avr;16-23;324-347;85286-90287
9;FAUX;catégorie 1;no;Highly Urban/ Urban;11;complet;dev_integral;47.125766;2.402673;F;60-65;02-avr;août-15;300-323;25262-30263
8;FAUX;catégorie 2;no;Highly Urban/ Urban;11;complet;dev_integral;44.032858;2.534405;F;50-55;0-2;0-7;300-323;40268-45269
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;22;complet;dev_premium;48.71241;2.436514;F;60-65;0-2;août-15;444-467;30264-35265
8;FAUX;catégorie 2;yes;Highly Urban/ Urban;2;complet;dev_vip;48.955859;2.3204;F;50-55;02-avr;août-15;612-635;70280-75281
8;VRAI;catégorie 2;yes;Highly Urban/ Urban;8;complet;dev_express;48.934571;2.062006;M;80-85;0-2;0-7;252-275;20260-25261
8;FAUX;catégorie 2;no;Highly Urban/ Urban;9;complet;dev_express;48.611114;2.479775;M;35-40;0-2;0-7;252-275;30264-35265
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;15;complet;dev_integral;48.108069;6.56227;M;50-55;0-2;0-7;276-299;35266-40267
9;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_integral;45.212574;4.14569;F;65-70;04-juin;août-15;300-323;70280-75281
9;FAUX;catégorie 2;no;Highly Urban/ Urban;14;complet;dev_express;43.484107;5.599047;F;45-50;0-2;16-23;252-275;85286-90287
8;FAUX;catégorie 2;no;Highly Urban/ Urban;6;complet;dev_integral;44.56619;3.288594;M;15-20;0-2;août-15;276-299;50272-55273
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;19;complet;dev_integral;41.91774;8.7385;M;50-55;0-2;0-7;300-323;40268-45269
9;FAUX;catégorie 1;no;Highly Urban/ Urban;15;complet;dev_integral;49.041066;2.029665;M;35-40;0-2;août-15;276-299;110296-115297
9;VRAI;catégorie 2;no;Highly Urban/ Urban;3;complet;dev_express;45.87941;3.695489;F;30-35;02-avr;0-7;252-275;-5001
9;FAUX;catégorie 1;no;Highly Urban/ Urban;13;complet;dev_express;42.937534;2.14539;M;60-65;04-juin;août-15;276-299;120300-125301
9;FAUX;catégorie 1;no;Highly Urban/ Urban;5;complet;dev_integral;43.957717;0.368299;M;80-85;0-2;0-7;324-347;40268-45269
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_integral;46.838836;2.314049;M;35-40;06-août;0-7;300-323;70280-75281
9;FAUX;catégorie 1;no;Highly Urban/ Urban;16;complet;dev_integral;46.05775;0.773217;M;75-80;02-avr;0-7;276-299;30264-35265
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;3;complet;dev_integral;43.30041;5.408749;M;55-60;0-2;août-15;324-347;105294-110295
9;FAUX;catégorie 2;no;Highly Urban/ Urban;13;complet;dev_premium;46.061297;4.651549;M;55-60;02-avr;;444-467;110296-115297
9;FAUX;catégorie 1;no;Highly Urban/ Urban;9;complet;dev_express;48.888932;2.446552;F;20-25;10-déc;août-15;252-275;70280-75281
9;FAUX;catégorie 1;no;Highly Urban/ Urban;10;complet;dev_integral;44.445776;1.444667;F;20-25;02-avr;0-7;276-299;115298-120299
9;FAUX;catégorie 2;no;Highly Urban/ Urban;18;complet;dev_express;42.563496;9.443083;F;80-85;0-2;août-15;276-299;-5001
8;FAUX;catégorie 2;no;z_Highly Rural/ Rural;5;complet;dev_integral;47.064474;5.457039;M;35-40;0-2;0-7;300-323;15258-20259
9;VRAI;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_vip;45.190656;1.552774;F;85-90;04-juin;août-15;684-707;100292-105293
8;FAUX;catégorie 2;yes;Highly Urban/ Urban;2;complet;dev_integral;45.600838;5.214107;M;25-30;0-2;août-15;324-347;50272-55273
9;FAUX;catégorie 1;no;Highly Urban/ Urban;3;complet;dev_integral;47.70109;-2.955553;M;65-70;0-2;0-7;324-347;80284-85285
9;FAUX;catégorie 2;no;Highly Urban/ Urban;20;complet;dev_integral;43.493487;2.373565;F;80-85;08-oct;16-23;300-323;160316-165317
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;10;complet;dev_integral;49.048866;7.430862;M;80-85;0-2;0-7;324-347;80284-85285
8;FAUX;catégorie 2;no;Highly Urban/ Urban;5;complet;dev_express;45.276462;6.344926;F;45-50;02-avr;16-23;252-275;75282-80283
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_integral;44.097726;-0.543207;F;50-55;0-2;24-31;276-299;
9;FAUX;catégorie 1;yes;Highly Urban/ Urban;22;complet;dev_integral;47.505229;7.118337;M;30-35;0-2;16-23;300-323;120300-125301
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;22;complet;dev_express;42.508576;2.068543;M;05-oct;0-2;16-23;252-275;35266-40267
9;FAUX;catégorie 1;yes;z_Highly Rural/ Rural;5;complet;dev_integral;45.378978;2.455002;F;50-55;02-avr;août-15;300-323;65278-70279
9;FAUX;catégorie 2;no;Highly Urban/ Urban;19;complet;dev_express;47.352971;0.656686;F;55-60;02-avr;août-15;252-275;50272-55273
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;10;complet;dev_premium;45.437838;4.434325;M;70-75;0-2;août-15;420-443;30264-35265
8;FAUX;catégorie 1;no;Highly Urban/ Urban;19;complet;dev_express;45.260232;4.712201;M;20-25;0-2;0-7;252-275;45270-50271
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;4;complet;dev_premium;47.92515;1.839902;F;55-60;0-2;0-7;540-563;50272-55273
9;FAUX;catégorie 1;no;Highly Urban/ Urban;4;complet;dev_integral;50.432376;2.782418;M;25-30;02-avr;0-7;276-299;-5001
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;22;complet;dev_integral;44.858135;0.511864;M;60-65;0-2;;300-323;
8;FAUX;catégorie 2;yes;z_Highly Rural/ Rural;17;complet;dev_integral;48.955864;2.578487;F;40-45;04-juin;août-15;276-299;25262-30263
9;FAUX;catégorie 2;no;Highly Urban/ Urban;8;complet;dev_express;44.051339;3.982308;F;60-65;0-2;août-15;252-275;125302-130303
9;FAUX;catégorie 2;no;z_Highly Rural/ Rural;3;complet;dev_express;50.04348;1.528369;F;65-70;0-2;0-7;276-299;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;9;complet;dev_premium;44.645696;2.564806;M;oct-15;0-2;août-15;396-419;40268-45269
9;VRAI;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_express;43.28449;-0.381338;F;35-40;0-2;août-15;252-275;-5001
9;FAUX;catégorie 2;yes;Highly Urban/ Urban;5;complet;dev_integral;44.782754;1.738863;M;60-65;0-2;;300-323;
9;FAUX;catégorie 1;no;z_Highly Rural/ Rural;22;complet;dev_integral;48.777967;2.546729;M;85-90;02-avr;août-15;300-323;40268-45269
9;FAUX;catégorie 2;no;Highly Urban/ Urban;11;complet;dev_integral;43.365282;0.148799;F;50-55;02-avr;0-7;324-347;-5001
9;FAUX;catégorie 2;no;Highly Urban/ Urban;16;complet;dev_express;43.492901;-0.760449;F;50-55;02-avr;;276-299;35266-40267
9;FAUX;catégorie 2;no;Highly Urban/ Urban;22;complet;dev_express;43.242307;2.120439;M;45-50;02-avr;0-7;252-275;30264-35265
9;FAUX;catégorie 2;no;Highly Urban/ Urban;2;complet;dev_premium;50.650728;3.092164;F;65-70;0-2;août-15;444-467;25262-30263
